"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","3","12","22","臺中市","北區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","20","","B03","24.163711","120.664011","3"
"2019","8","3","12","22","臺中市","沙鹿區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.233168","120.562485","3"
"2019","8","3","12","23","臺中市","北區","0","0","0","8","1","5","50","14","7","1","5","4","5","7","2","1","8","3","4","2","13","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.159374","120.670665","3"
"2019","8","3","12","32","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.144183","120.649741","4"
"2019","8","3","12","33","臺中市","烏日區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","21","","B12","24.107958","120.638415","3"
"2019","8","3","12","43","臺中市","北區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","1","4","5","2","12","17","3","10","3","4","B03","7","4","1","8","2","2","","1","17","1","22","9","B03","24.151933","120.684596","2"
"2019","8","3","12","49","臺中市","中區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","26","3","10","1","1","B03","7","15","1","8","2","1","","26","26","1","5","5","B03","24.143576","120.676588","2"
"2019","8","3","12","57","臺中市","北區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","14","12","3","10","3","4","B12","7","2","1","8","2","7","","12","12","1","5","8","B12","24.166769","120.667181","2"
"2019","8","3","12","58","臺中市","太平區","0","1","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","C03","7","5","1","10","2","11","","6","6","1","21","8","C03","24.134794","120.725468","2"
"2019","8","3","13","0","臺中市","西區","0","0","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","16","26","3","10","1","1","B03","7","4","1","8","2","6","","26","26","1","20","8","B03","24.150253","120.671613","3"
"2019","8","3","13","26","臺中市","北區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","12","6","3","10","1","1","B03","7","6","1","8","2","6","","6","6","1","9","8","B03","24.154583","120.682106","2"
"2019","8","3","13","30","臺中市","西區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","4","5","5","1","16","19","3","10","1","1","B01","7","1","1","8","2","8","","19","19","1","21","8","B01","24.150924","120.66374","2"
"2019","8","3","13","30","臺中市","太平區","0","0","0","8","","","40","","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","12","12","1","","","B03","24.154444","120.705833","3"
"2019","8","3","13","37","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.155837","120.662132","3"
"2019","8","3","13","49","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.153396","120.68274","3"
"2019","8","3","13","55","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","5","","B03","24.136429","120.670534","3"
"2019","8","3","13","57","臺中市","北屯區","0","2","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","2","","6","6","1","21","8","B03","24.181665","120.666171","2"
"2019","8","3","13","58","臺中市","大雅區","0","2","0","8","1","5","50","14","8","1","5","4","5","7","1","1","5","2","4","2","16","1","3","10","1","1","B03","7","4","1","8","2","5","","1","1","1","22","9","B03","24.222462","120.669644","2"
"2019","8","3","13","59","臺中市","北區","0","0","0","8","1","5","50","14","8","1","5","4","5","7","2","1","8","3","4","2","12","","","","","","B12","","","1","","2","","","23","","1","22","","B12","24.163119","120.686399","3"
"2019","8","3","14","3","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.16712","120.680848","3"
"2019","8","3","14","7","臺中市","北屯區","0","2","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","12","13","2","9","3","4","C03","7","9","1","10","2","12","","13","13","1","21","8","C03","24.17636","120.709456","2"
"2019","8","3","14","8","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","","22","","B03","24.15361","120.68343","3"
"2019","8","3","14","10","臺中市","大肚區","0","2","0","8","1","5","40","5","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","5","1","10","2","11","","6","6","1","4","8","C03","24.124747","120.57303","2"
"2019","8","3","14","20","臺中市","西區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","5","4","4","1","16","26","3","10","1","1","B03","7","6","1","8","2","5","","26","26","1","21","8","B03","24.147905","120.665228","2"
"2019","8","3","14","21","臺中市","清水區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A02","","","1","","2","","","23","","1","10","","A02","24.297248","120.550976","3"
"2019","8","3","14","26","臺中市","西屯區","0","1","0","8","1","5","60","4","1","1","5","4","5","7","1","1","1","4","4","2","16","26","3","10","3","4","B03","7","6","1","8","2","15","","26","26","2","22","8","B03","24.158008","120.6364","2"
"2019","8","3","14","35","臺中市","大雅區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","3","1","10","5","5","2","12","17","3","10","1","1","B12","7","9","1","6","2","2","","17","17","1","22","9","B12","24.216284","120.666727","2"
"2019","8","3","14","53","臺中市","南區","0","1","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","17","4","2","7","3","4","C03","7","15","3","18","2","12","","4","4","1","5","8","C03","24.126326","120.677103","2"
"2019","8","3","14","53","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","22","","B12","24.17632","120.663303","3"
"2019","8","3","14","56","臺中市","北屯區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","21","8","B03","24.177591","120.686051","2"
"2019","8","3","15","2","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.148082","120.701892","3"
"2019","8","3","15","12","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","6","","","","","B12","","","1","8","2","","","6","6","1","","","B12","24.169866","120.677935","3"
"2019","8","3","15","15","臺中市","潭子區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.200602","120.703445","3"
"2019","8","3","15","24","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","21","","B03","24.170516","120.632205","3"
"2019","8","3","15","26","臺中市","北屯區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","8","2","9","3","4","C03","7","5","1","10","2","11","","8","8","1","21","8","C03","24.185666","120.682113","2"
"2019","8","3","15","30","臺中市","中區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","3","","C03","24.139907","120.679354","3"
"2019","8","3","15","36","臺中市","清水區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.265553","120.564347","3"
"2019","8","3","15","48","臺中市","潭子區","0","0","0","8","1","5","50","14","9","1","5","4","4","7","4","4","8","3","4","1","24","","","","","","B03","","","1","","2","","","25","","1","22","","B03","24.224504","120.693972","3"
"2019","8","3","15","50","臺中市","豐原區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"2019","8","3","15","54","臺中市","后里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","22","","B03","24.315421","120.696828","3"
"2019","8","3","15","58","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","21","","B03","24.135839","120.67292","3"
"2019","8","3","16","2","臺中市","大雅區","0","3","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","7","2","2","","6","6","1","22","9","B03","24.231716","120.603943","2"
"2019","8","3","16","8","臺中市","西屯區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","6","3","10","3","4","B03","7","6","1","8","2","2","","6","6","1","22","8","B03","24.170086","120.645727","2"
"2019","8","3","16","10","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.219582","120.648209","3"
"2019","8","3","16","20","臺中市","沙鹿區","0","1","0","8","1","5","40","3","2","1","5","4","5","7","2","1","10","5","5","2","16","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","20","8","C03","24.227138","120.575713","2"
"2019","8","3","16","22","臺中市","北區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","12","23","2","9","1","1","C03","7","9","1","10","2","11","14","23","23","1","22","9","C03","24.159213","120.671031","2"
"2019","8","3","16","28","臺中市","大肚區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","12","","B03","24.151101","120.548941","3"
"2019","8","3","16","42","臺中市","南區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","5","5","5","2","16","10","3","10","1","1","B03","7","11","1","8","2","5","","10","10","1","21","8","B03","24.113823","120.660471","2"
"2019","8","3","16","46","臺中市","大雅區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","","","","7","","11","","","43","","1","","","","24.234761","120.665049","3"
"2019","8","3","16","51","臺中市","神岡區","0","1","0","8","1","5","60","14","8","1","5","4","5","7","4","4","1","4","4","1","16","4","3","10","1","1","C03","7","9","1","10","2","14","","4","4","1","22","8","C03","24.241676","120.676064","2"
"2019","8","3","16","59","臺中市","西屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","9","4","5","2","16","9","3","10","1","1","B01","7","6","1","8","2","8","","9","9","1","12","8","B01","24.184365","120.616298","2"
"2019","8","3","17","8","臺中市","龍井區","0","1","0","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.189071","120.597221","2"
"2019","8","3","17","10","臺中市","南區","0","2","0","8","2","5","50","3","2","1","5","4","5","7","4","4","9","4","4","2","16","23","2","9","1","1","C04","7","9","1","8","2","11","","23","23","1","5","8","C04","24.125033","120.658103","2"
"2019","8","3","17","10","臺中市","后里區","0","1","0","8","1","5","40","3","1","1","5","4","5","7","4","4","10","5","5","2","12","6","2","9","1","1","C03","7","5","1","10","2","12","","6","6","1","5","5","C03","24.307565","120.725036","2"
"2019","8","3","17","17","臺中市","梧棲區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","2","","B03","24.244958","120.549772","3"
"2019","8","3","17","22","臺中市","西區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","5","","B03","24.151439","120.665306","3"
"2019","8","3","17","30","臺中市","大甲區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","4","4","1","16","21","2","9","3","4","C03","7","9","1","10","8","11","","21","21","1","21","8","C03","24.356658","120.633815","2"
"2019","8","3","17","40","臺中市","太平區","0","0","0","","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","12","","1","","","C03","24.15","120.7125","3"
"2019","8","3","17","41","臺中市","沙鹿區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","16","4","2","9","1","1","C03","7","1","1","10","2","11","","4","4","1","21","8","C03","24.236769","120.562637","2"
"2019","8","3","17","54","臺中市","北屯區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","7","3","10","1","1","B03","7","8","1","8","2","6","","7","7","2","21","8","B03","24.190106","120.673591","2"
"2019","8","3","17","54","臺中市","潭子區","0","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","21","","B03","24.200664","120.710728","3"
